Query,Label
*another,Spelling in the captions / Adding text / Changing text
and slim ,Spelling in the captions / Adding text / Changing text
want them,Spelling in the captions / Adding text / Changing text
eing attractive (,Spelling in the captions / Adding text / Changing text
remove 'at,Spelling in the captions / Adding text / Changing text
your butt ,Spelling in the captions / Adding text / Changing text
*anywhere you are ,Spelling in the captions / Adding text / Changing text
it's just true appearing 2 times,Spelling in the captions / Adding text / Changing text
or graphic ,Spelling in the captions / Adding text / Changing text
bare ,Spelling in the captions / Adding text / Changing text
 be *NORDICTRACK S271 (,"Spelling in the captions / Adding text / Changing text
"
*cowl ,Spelling in the captions / Adding text / Changing text
orrect caption-capris were the answer,Spelling in the captions / Adding text / Changing text
so hair that appears,Spelling in the captions / Adding text / Changing text
but he says s27i in the vid i think you mean peloton bike plus instead of pro... ,Spelling in the captions / Adding text / Changing text
"remove 2nd 'but it also', it's 'has a terrible' ",Spelling in the captions / Adding text / Changing text
correct caption- your image,Spelling in the captions / Adding text / Changing text
orrect caption- little bit easie,Spelling in the captions / Adding text / Changing text
blonde,Spelling in the captions / Adding text / Changing text
blonde ,Spelling in the captions / Adding text / Changing text
*not really walk ,Spelling in the captions / Adding text / Changing text
it's 'you'll be set.' ,Spelling in the captions / Adding text / Changing text
put the icing,Spelling in the captions / Adding text / Changing text
correct caption- pet owner,Spelling in the captions / Adding text / Changing text
"at *is so gimmicky"" ","Spelling in the captions / Adding text / Changing text
"
Can you remove even though from the captions and cut out this part as well,Spelling in the captions / Adding text / Changing text
Model Y,Spelling in the captions / Adding text / Changing text
"Transition not proper, please check from Now most",Ending transition and sound effect not there
ut a banner - SCP-6383: The One True Anomaly,Spelling in the captions / Adding text / Changing text
"*brand,style",Spelling in the captions / Adding text / Changing text
Can we do a little zoom in zoom out of the frame,Reframing
increase volume as well,Sound effects or music louder than the speaker’s voice
add-rather than,Spelling in the captions / Adding text / Changing text
" to ""Battery""","Spelling in the captions / Adding text / Changing text
"
put this picture below the caption not above,Spelling in the captions / Adding text / Changing text
correct caption-cleaning off your shoes ,Spelling in the captions / Adding text / Changing text
Remove captions here ,Spelling in the captions / Adding text / Changing text
"Caption error
Change text to ""From the Charge 3 to Charge 4 ","Spelling in the captions / Adding text / Changing text
"
"caption correction
Change text to ""that's *going to ""","Spelling in the captions / Adding text / Changing text
"
"You know what you guys, ",Spelling in the captions / Adding text / Changing text
Just popped out of nowehere ,Spelling in the captions / Adding text / Changing text
right now,Spelling in the captions / Adding text / Changing text
Portion control,Spelling in the captions / Adding text / Changing text
"RE-EDIT - can you please make a change to the TEXT in screen - the word should read ""Monocacy"" and not ""upon acasi"".","Spelling in the captions / Adding text / Changing text
"
"RE-EDIT - can you please make a change to the TEXT in screen @ 00:03 - the word should read ""Abe Lincoln"" and not ""ain't blinking"".  Thank you","Spelling in the captions / Adding text / Changing text
"
"RE-EDIT - can you please make a change to the TEXT on screen @ 000:32 - the word should read ""legs of Early's Men"" and not ""leg the burly man"".  Thank you.","Spelling in the captions / Adding text / Changing text
"
"Excellent editing!  RE-EDIT - can you please make a change to the TEXT on screen @ 00:07 - the word should read ""VMI"" and not ""BMI"".  Thank you.","Spelling in the captions / Adding text / Changing text
"
"caption correction
change text to ""YIELD *OPTIMIZER"" ","Spelling in the captions / Adding text / Changing text
"
CHANGE TEXT TO APR ,"Spelling in the captions / Adding text / Changing text
"
"RE-EDIT - can you please make a change to the TEXT on screen @ 00:21 - the word should read ""Rommel"" and not ""Ronald"".  Thank you.","Spelling in the captions / Adding text / Changing text
"
Change text to *1000,"Spelling in the captions / Adding text / Changing text
"
"E-EDIT - can you please make a change to the TEXT on screen @ 00:11 - the word should read ""Patton"" and not ""Patent"".  Thank you.","Spelling in the captions / Adding text / Changing text
"
"PLEASE CHANGE TEXT TO ""On the ethereum network","Spelling in the captions / Adding text / Changing text
"
"Please change text to ""$1.21 FEE","Spelling in the captions / Adding text / Changing text
"
"Add some more highlights on the text for both of them
Can we try another font also?","Spelling in the captions / Adding text / Changing text
"
more clientele,Spelling in the captions / Adding text / Changing text
He buys at least ,Spelling in the captions / Adding text / Changing text
"Change text to ""*Governs voting power""","Spelling in the captions / Adding text / Changing text
"
two of them. ,Spelling in the captions / Adding text / Changing text
you have known me,Spelling in the captions / Adding text / Changing text
"can;t see him, cuts early ",Spelling in the captions / Adding text / Changing text
BOXHAUs,Spelling in the captions / Adding text / Changing text
More highlights in text,"Spelling in the captions / Adding text / Changing text
"
"Change text to ""Aight the last one we're gonna cover is"" ","Spelling in the captions / Adding text / Changing text
"
maybe... ,Spelling in the captions / Adding text / Changing text
Cut this,Spelling in the captions / Adding text / Changing text
"Change text to ""Celer Network""","Spelling in the captions / Adding text / Changing text
"
Add a money sound here ,Sound effects or music louder than the speaker’s voice
"Change text to ""C BRIDGE""","Spelling in the captions / Adding text / Changing text
"
"CORRECT TEXT TO ""CBRIDGE""","Spelling in the captions / Adding text / Changing text
"
"HANGE TEXT TO ""CELER NETWORK""","Spelling in the captions / Adding text / Changing text
"
"AGAIN CHANGE TEXT TO ""CELER NETWORK""","Spelling in the captions / Adding text / Changing text
"
APY ,Spelling in the captions / Adding text / Changing text
heck the bg here,Spelling in the captions / Adding text / Changing text
"*In the celer network"" ",Spelling in the captions / Adding text / Changing text
"to this.
One that I see ",Spelling in the captions / Adding text / Changing text
APY,Spelling in the captions / Adding text / Changing text
PY ,Spelling in the captions / Adding text / Changing text
CELER NETWORK,Spelling in the captions / Adding text / Changing text
FARMING AP,Spelling in the captions / Adding text / Changing text
APY,Spelling in the captions / Adding text / Changing text
check the text getting cut ,"Spelling in the captions / Adding text / Changing text
"
CELER TOKEN (,Spelling in the captions / Adding text / Changing text
OVER THE CELER NETWORK,Spelling in the captions / Adding text / Changing text
*ETHEREUM ,Spelling in the captions / Adding text / Changing text
*AS WELL AS METIS,Spelling in the captions / Adding text / Changing text
And get a high apy ,Spelling in the captions / Adding text / Changing text
Park word repeated twice ,Spelling in the captions / Adding text / Changing text
this two ,Spelling in the captions / Adding text / Changing text
end video here ,End video
Please change text to Recharging,"Spelling in the captions / Adding text / Changing text
"
Please change text test,"Spelling in the captions / Adding text / Changing text
"
Shift banner a bit below ,Spelling in the captions / Adding text / Changing text
"if you're a hotel guest, (",Spelling in the captions / Adding text / Changing text
as it is supposed to pls chnge text ,"Spelling in the captions / Adding text / Changing text
"
Are (216 kB,Spelling in the captions / Adding text / Changing text
This ,Spelling in the captions / Adding text / Changing text
"Push this below.
And reduce the font size of the title on top and make it a different color (",Spelling in the captions / Adding text / Changing text
Adverse,Spelling in the captions / Adding text / Changing text
Zut to his face a bit,Spelling in the captions / Adding text / Changing text
Zoom out to his face again (,Spelling in the captions / Adding text / Changing text
the GPS ,Spelling in the captions / Adding text / Changing text
Shift banner below ,Spelling in the captions / Adding text / Changing text
$5 to $10,Spelling in the captions / Adding text / Changing text
fade the text also,"Spelling in the captions / Adding text / Changing text
"
"to.
Things",Spelling in the captions / Adding text / Changing text
If,Spelling in the captions / Adding text / Changing text
over the counter medications (,Spelling in the captions / Adding text / Changing text
"Tylenol, also knows as the Acetaminophen ",Spelling in the captions / Adding text / Changing text
What,Spelling in the captions / Adding text / Changing text
WATCH MORE IN PART 2!,Spelling in the captions / Adding text / Changing text
Same as part 1,Spelling in the captions / Adding text / Changing text
Some ,Spelling in the captions / Adding text / Changing text
"runny nose,",Spelling in the captions / Adding text / Changing text
New ,Spelling in the captions / Adding text / Changing text
of a cholestrol lowering,Spelling in the captions / Adding text / Changing text
If,Spelling in the captions / Adding text / Changing text
Benefit,Spelling in the captions / Adding text / Changing text
End transition and sfx,Ending transition and sound effect not there
"Full screen banner
Bike model text wrong
Please correct text to - *NORDICTRACK 271 ","Spelling in the captions / Adding text / Changing text
"
"Caption error again (MODEL OF THE BIKE)
Please change text to NORDICTRACK S27I ADD THE i AFTER S27 ","Spelling in the captions / Adding text / Changing text
"
"Caption error
Please change text to ""Youre Riding"" ","Spelling in the captions / Adding text / Changing text
"
"Yes, are you ",Spelling in the captions / Adding text / Changing text
"Can we change the color of the srts, it is not that visible.",Spelling in the captions / Adding text / Changing text
man.,Spelling in the captions / Adding text / Changing text
ourselves. ,Spelling in the captions / Adding text / Changing text
Can we cut to zoom in on her face here,Reframing
Now back to this frame ,Reframing
man.,Reframing
Now  cut to his face ,Reframing
change his color captions also,Reframing
"Make the captions 2 points smaller overall, throughout the video.",Reframing
Here cut to her face,Reframing
Cut to his face,Reframing
Cut to her face,Reframing
40-50% ,Reframing
Back to this frame ,Reframing
Back to full frame ,Reframing
Cut to his face,Reframing
Cut to his face ,Reframing
Back to the frame,Reframing
Cut to her face,Reframing
Cut to his face,Reframing
Cut to her face,Reframing
remove the caption here ,Reframing
"Add some fun emojis in between, if you can add some stock footage, that would be great as well. ",Reframing
nf the video here and put the outro,Reframing
"caption correction
please change text to *APY ","Spelling in the captions / Adding text / Changing text
"
Change text to *USDT instead of USD,"Spelling in the captions / Adding text / Changing text
"
Change text to (,"Spelling in the captions / Adding text / Changing text
"
"HANGE TEXT TO"" USDT AND BUSD and to the ...""","Spelling in the captions / Adding text / Changing text
"
change text to *APY ,"Spelling in the captions / Adding text / Changing text
"
"again same text error
Please change text to - ""CELER NETWORK"" ","Spelling in the captions / Adding text / Changing text
"
"Also please display the information properly that jake is talking about here, the top part isnt properly visible. Please take care of that, if u have a problem get back to me.",Reframing
correct caption- in general ,"Spelling in the captions / Adding text / Changing text
"
This is very up the banner - bring it down and put it in a more stylish way?,"Spelling in the captions / Adding text / Changing text
"
remove comma ,"Spelling in the captions / Adding text / Changing text
"
Same banner ?,"Spelling in the captions / Adding text / Changing text
"
Increase the font size of the captions and shift them a bit below,Reframing
"Put some music - light subtle, not too loud.",Sound effects or music louder than the speaker’s voice
add music throughout the vide,Sound effects or music louder than the speaker’s voice
Wont help em,"Spelling in the captions / Adding text / Changing text
"
 won't help 'em man,"Spelling in the captions / Adding text / Changing text
"
"The music is too loud, this needs to be fixed",Sound effects or music louder than the speaker’s voice
"we cant end a video in mid sentence. it looks incomplete. Just focus on little sleepies portion and have a beginning and end to it. Code to add on screen is ""Madison15"" for 15% off",Reframing
add thumbnail in the prescribed format for all the reels ,Reframing
Lower music,Sound effects or music louder than the speaker’s voice
Can have him zoomed in here? ,Reframing
Zoom in a little here,Reframing
Zoom this in again,Reframing
"Please change text to
*APR instead of APY ","Spelling in the captions / Adding text / Changing text
"
"Please change text to ""WHERE YOU CAN ACTUALLY BRIDGE""","Spelling in the captions / Adding text / Changing text
"
Put all the text coming below on top because it won't be visible below.,"Spelling in the captions / Adding text / Changing text
"
"Please change text to ""*I-FIT type situation""","Spelling in the captions / Adding text / Changing text
"
lease change text to *Witch Miracle. ,"Spelling in the captions / Adding text / Changing text
"
"Pleae change text to ""You got a deck of cards"" ","Spelling in the captions / Adding text / Changing text
"
"Please change text to ""TOP CARD OF THE DECK""","Spelling in the captions / Adding text / Changing text
"
"Please change text to ""THE SECOND CUT","Spelling in the captions / Adding text / Changing text
"
"Please change text to ""Work online","Spelling in the captions / Adding text / Changing text
"
"please change text to ""to be mortalized"" ","Spelling in the captions / Adding text / Changing text
"
"Please change text to ""*Defi yield aggregators,""","Spelling in the captions / Adding text / Changing text
"
"Please change text to ""Of all Defi Protocols.""","Spelling in the captions / Adding text / Changing text
"
Please remove the music at :19 i wanted to add my own. ,Sound effects or music louder than the speaker’s voice
Please change text to DEFI Protocols ,"Spelling in the captions / Adding text / Changing text
"
Hold how to find secret nyc art on screen for :03 seconds ,Reframing
video doesn't match the audio,Sound effects or music louder than the speaker’s voice
"same,video doesn't matches the audio",Sound effects or music louder than the speaker’s voice
same problem video audio are not going together ,Sound effects or music louder than the speaker’s voice
Please change text to - I'm gonna try and make,"Spelling in the captions / Adding text / Changing text
"
Please change text to - CHRIS HATES COPS. ,"Spelling in the captions / Adding text / Changing text
"
"Please change text to - * Swat, what is your theory? *","Spelling in the captions / Adding text / Changing text
"
Add watermark,"Spelling in the captions / Adding text / Changing text
"
Please add watermark. ,"Spelling in the captions / Adding text / Changing text
"
"He's getting away not ""you're going to be one""","Spelling in the captions / Adding text / Changing text
"
"Dude what do you want from us not ""do what you want from us""","Spelling in the captions / Adding text / Changing text
"
*ones ,"Spelling in the captions / Adding text / Changing text
"
*Farmacy,"Spelling in the captions / Adding text / Changing text
"
"add branding at end ,for that refer to creators brief,and video should not be more than 59 sec ",Reframing
add music throughout the video ,Sound effects or music louder than the speaker’s voice
put music throughout the video ,Sound effects or music louder than the speaker’s voice
Cut this ,Reframing
ADNAN CHOUDHARY,Reframing
Change the thumbnail as per the youtube link (,Reframing
zoom in the video,Reframing
full screen zoom (,Reframing
add music (,Sound effects or music louder than the speaker’s voice
add music ,Sound effects or music louder than the speaker’s voice
add music,Sound effects or music louder than the speaker’s voice
add music,Sound effects or music louder than the speaker’s voice
can you make the watermark a little smaller and on the left corner or right so its clearly visible. ,Reframing
put the banner for :04 sec ,Spelling in the captions / Adding text / Changing text
put the banner at starting for :04 sec (,Spelling in the captions / Adding text / Changing text
orrect caption-or at least look behind you (,Spelling in the captions / Adding text / Changing text
correct caption- not a picture with elmo (,Spelling in the captions / Adding text / Changing text
put the banner in starting ,Spelling in the captions / Adding text / Changing text
put the banne,Spelling in the captions / Adding text / Changing text
put the banner,Spelling in the captions / Adding text / Changing text
correct caption- epic look,Spelling in the captions / Adding text / Changing text
ut the caption here,Spelling in the captions / Adding text / Changing text
correct caption- change in season ,Spelling in the captions / Adding text / Changing text
put the banner,Spelling in the captions / Adding text / Changing text
put caption ,Spelling in the captions / Adding text / Changing text
*take a boat,Spelling in the captions / Adding text / Changing text
put caption,Spelling in the captions / Adding text / Changing text
put the banner (,Spelling in the captions / Adding text / Changing text
Please change text to THE RHYTHM +2 ,Spelling in the captions / Adding text / Changing text
Please add a full screen banner in the beginning and write text Peloton Bike review Pt. 1 ,Spelling in the captions / Adding text / Changing text
please add watermark along with it (,Spelling in the captions / Adding text / Changing text
"Please add full screen banner with text ""Peloton Bike Review Pt 2 "" and add watermark as well (",Spelling in the captions / Adding text / Changing text
"Please add full screen banner with text ""Peloton Bike Review Pt 3 "" and add watermark as wel",Spelling in the captions / Adding text / Changing text
Please add watermark,Spelling in the captions / Adding text / Changing text
Please add water mark,Spelling in the captions / Adding text / Changing text
Add watermark,Spelling in the captions / Adding text / Changing text
correct caption-hall right now ,Spelling in the captions / Adding text / Changing text
put the banner,Spelling in the captions / Adding text / Changing text
put the caption,Spelling in the captions / Adding text / Changing text
put the caption,Spelling in the captions / Adding text / Changing text
put a banner in the start - THINGS TO NOT MISS IN NEW YORK IN OCTOBER!,Spelling in the captions / Adding text / Changing text
add his website below for last 10 sec - RayGrimesFineArt.com,Spelling in the captions / Adding text / Changing text
add his website below for last 10 sec - RayGrimesFineArt.com ,Spelling in the captions / Adding text / Changing text
"Hi, i think all the Gamer of Thrones videos would be better without the watermark, thanks :)",Spelling in the captions / Adding text / Changing text
Faulty photograph. Please check this frame.,Reframing
"Faulty frame, please check for the proper photograph. ",Reframing
Start at :15 with Did you Know ,Spelling in the captions / Adding text / Changing text
Put a title card NYC JFK Airport Hack (and leave it on screen 2 seconds),Spelling in the captions / Adding text / Changing text
delete everything before Did you know ,Spelling in the captions / Adding text / Changing text
These 2 points make no sense? Why are they combined (,Reframing
We need it to be of different points. ,Reframing
Can we use the same font as the other reels as well as the color for it?,Reframing
This is where her instagram handle should come,Reframing
"Remove this from here, place it in the start ",Reframing
"Let's not do all these zoom cuts in and out, please reduce them, she doesn't like it",Reframing
did she ask to put this?,Reframing
Does not have my end screen,Reframing
"Please use the photo transition and make the picture come in the middle, stay for 5/6 seconds at least.. with a white BG on either side since this will come in the middle.",Ending transition and sound effect not there
This is for all the videos.,Reframing
Make it stay for 6/7 seconds (,Reframing
Missing the end screen we discussed ,Reframing
"No, should I remove it? (12 kB)",Reframing
Make it stay 5/6 seconds,Reframing
Make it stay 5/6 seconds,Reframing
"Don't do a lot of zoom in zoom out, keep it constan",Reframing
Same with the pictures - stay for long and change transition ,Ending transition and sound effect not there
ake all pictures come full frame for all pictures,Reframing
Check the picture here,Reframing
This is repeated the line - please remove the zoomed in version,Captions repeating at different timestamps
This is repeated the line - please remove the zoomed in version,Captions repeating at different timestamps
Is the bg noise in this from the original video? Can it be reduced?,Sound effects or music louder than the speaker’s voice
Please add outro.,Spelling in the captions / Adding text / Changing text
Please add outro.,Spelling in the captions / Adding text / Changing text
"Outro (224 kB)
",Spelling in the captions / Adding text / Changing text
"Yes, from the original. I tried to reduce it, but unsuccesfully (",Reframing
outro,Spelling in the captions / Adding text / Changing text
Zoom in a little as the machine screen not visible,Reframing
outro ,Spelling in the captions / Adding text / Changing text
"Oh, actually, tried again right now and it's much better, sending clip",Reframing
zoom in the machine screen,Reframing
add outro,Spelling in the captions / Adding text / Changing text
picture with white bg ,Reframing
add outr,Spelling in the captions / Adding text / Changing text
Add outro ,Spelling in the captions / Adding text / Changing text
outro ,Spelling in the captions / Adding text / Changing text
outro ,Spelling in the captions / Adding text / Changing text
works (,Spelling in the captions / Adding text / Changing text
outro (,Spelling in the captions / Adding text / Changing text
outro ,Spelling in the captions / Adding text / Changing text
"Please change text to - ""Today we're gonna be working on this""",Spelling in the captions / Adding text / Changing text
"please change text to - ""the car to surgeon",Spelling in the captions / Adding text / Changing text
o utrk]\\\ ,Spelling in the captions / Adding text / Changing text
"Please remove text ""CONTENT PERSPECTIVE""",Spelling in the captions / Adding text / Changing text
ADD OUTRO ,Spelling in the captions / Adding text / Changing text
Add outro.,Spelling in the captions / Adding text / Changing text
Add outro ,Spelling in the captions / Adding text / Changing text
Add outro ,Spelling in the captions / Adding text / Changing text
"lease change text to ""WHY AM I SELLING* ",Spelling in the captions / Adding text / Changing text
"Please change text to ""A SILVER RING""",Spelling in the captions / Adding text / Changing text
Add outro ,Spelling in the captions / Adding text / Changing text
transition at end is weird. ,Ending transition and sound effect not there
"Please change text to ""*Ka'Chava""",Spelling in the captions / Adding text / Changing text
Please add outro.,Spelling in the captions / Adding text / Changing text
Add outro ,Spelling in the captions / Adding text / Changing text
"Hi, could you make the GMT videos without the watermark, please? Thanks! :)",Reframing
All these to come on top as they won't be visible on the bottom,Reframing
Change this frame to something else ,Reframing
The dish should come in the center ,Reframing
Can't see anything ,Reframing
Conor,Reframing
"Please change text to ""Because of LEAN mode",Spelling in the captions / Adding text / Changing text
"Please change text to ""So it offers"" ",Spelling in the captions / Adding text / Changing text
"Please change text to ""Not everybody has it""",Spelling in the captions / Adding text / Changing text
"Please change text to ""But definitely Farther good""",Spelling in the captions / Adding text / Changing text
add his website URL for 10 sec at end- RayGrimesFineArt.com,Spelling in the captions / Adding text / Changing text
add his website URL for 10 sec at end- RayGrimesFineArt.com ,Spelling in the captions / Adding text / Changing text
reat! But please don't put the Gamer Thrones watermark on the videos!,Spelling in the captions / Adding text / Changing text
Great! But please don't put the Gamer Thrones watermark on the videos!,Spelling in the captions / Adding text / Changing text
Put Number 1 here,Spelling in the captions / Adding text / Changing text
Do not ever go out unless you are in a good moos!,Spelling in the captions / Adding text / Changing text
you.,Spelling in the captions / Adding text / Changing text
Remove this and put here - 2. Posture and etiquette,Spelling in the captions / Adding text / Changing text
"Put this below
3. Privacy",Spelling in the captions / Adding text / Changing text
"So, ",Spelling in the captions / Adding text / Changing text
away! ,Spelling in the captions / Adding text / Changing text
last.,Spelling in the captions / Adding text / Changing text
"Remove this and put the above pointer 4 below
4. Grooming ",Spelling in the captions / Adding text / Changing text
Take,Spelling in the captions / Adding text / Changing text
"done,",Spelling in the captions / Adding text / Changing text
done!,Spelling in the captions / Adding text / Changing text
Remove thi,Spelling in the captions / Adding text / Changing text
Put below 5. Always smile,Spelling in the captions / Adding text / Changing text
A beautiful (,Spelling in the captions / Adding text / Changing text
"emove caption here put instead - 6. Dress to Impress
Add a heart emoji",Spelling in the captions / Adding text / Changing text
They,Spelling in the captions / Adding text / Changing text
What is the golden rule?,Spelling in the captions / Adding text / Changing text
add caption-and go create a pin ,Spelling in the captions / Adding text / Changing text
add music,Sound effects or music louder than the speaker’s voice
add music ,Sound effects or music louder than the speaker’s voice
"""What if he takes it?",Spelling in the captions / Adding text / Changing text
"""We've gotta put the drone up right now"" ",Spelling in the captions / Adding text / Changing text
"Put a banner in the start - AT HOME BOXING WORKOUT
On a different patch  1. WARMUP! ",Spelling in the captions / Adding text / Changing text
Cardio,Spelling in the captions / Adding text / Changing text
Don't need this intro ,Spelling in the captions / Adding text / Changing text
Put a banner in the start - HOW TO THROW A JAB!,Spelling in the captions / Adding text / Changing text
Have an end transitio,Spelling in the captions / Adding text / Changing text
EMP SPLIT SQUAT ,Spelling in the captions / Adding text / Changing text
emove,Spelling in the captions / Adding text / Changing text
DRIVE BACK UP.,Spelling in the captions / Adding text / Changing text
GOT MYSELF. ,Spelling in the captions / Adding text / Changing text
SHAKE YOUR LEGS OFF> ,Spelling in the captions / Adding text / Changing text
Edn transition ,Ending transition and sound effect not there
caption missing,Spelling in the captions / Adding text / Changing text
write caption (,Spelling in the captions / Adding text / Changing text
"Has ""AT"" instead of ""A"" ",Spelling in the captions / Adding text / Changing text
add his website URL for 10 sec at end- RayGrimesFineArt.com,Spelling in the captions / Adding text / Changing text
"""Hydrow"" Not ""Hydro""",Spelling in the captions / Adding text / Changing text
add his website URL for 10 sec at end- RayGrimesFineArt.com ,Spelling in the captions / Adding text / Changing text
Banner in the start - QUICK PUSH UP ROW AND JAB CROSS CIRCUIT!,Spelling in the captions / Adding text / Changing text
end transition,Ending transition and sound effect not there
add his website URL for 10 sec at end- RayGrimesFineArt.com (,Spelling in the captions / Adding text / Changing text
add his website URL for 10 sec at end- RayGrimesFineArt.com,Spelling in the captions / Adding text / Changing text
Zoom out and show both of them here,Reframing
It is...,Spelling in the captions / Adding text / Changing text
Keep him in the center ,Spelling in the captions / Adding text / Changing text
end transition,Ending transition and sound effect not there
BOXHAUS,Spelling in the captions / Adding text / Changing text
add his website URL for 10 sec at end- RayGrimesFineArt.com (,Spelling in the captions / Adding text / Changing text
add his website URL for 10 sec at end- RayGrimesFineArt.com,Spelling in the captions / Adding text / Changing text
add his website URL for 10 sec at end- RayGrimesFineArt.com ,Spelling in the captions / Adding text / Changing text
Shift captions below,Spelling in the captions / Adding text / Changing text
"Please change text to"" Software Stability questionable""",Spelling in the captions / Adding text / Changing text
Please cut after the character says you saved my life.  Make it 44 seconds,Ending transition and sound effect not there
"Please change text to ""all right , Ladies & Gentlemen"" ",Spelling in the captions / Adding text / Changing text
"Please cut/shorten after pulse ""that was quick"", at 56 seconds. Look to it transition is good. ",Ending transition and sound effect not there
"Please change text to 'Im not gettin this whole"" ",Spelling in the captions / Adding text / Changing text
"Please change text to ""Leg of",Spelling in the captions / Adding text / Changing text
"Please change text to ""Would on bikes""",Spelling in the captions / Adding text / Changing text
pls reduce to 59 seconds ,Ending transition and sound effect not there
"Please change text to ""Now on the con side this was"" (",Spelling in the captions / Adding text / Changing text
reduce/cut parts from the trail part where he is off roading as he hasnt provided alot of info,Ending transition and sound effect not there
"pls change text to ""LOW 27's",Spelling in the captions / Adding text / Changing text
"Please change text to ""That wa",Spelling in the captions / Adding text / Changing text
Text - Right in the hallway repeated twice (,Spelling in the captions / Adding text / Changing text
"Text ""right in the hallway"" repeated twice, please correct. Has to be there only once",Spelling in the captions / Adding text / Changing text
"Add a banner in the start!
MY BOYFRIEND'S PEE PEE SMALL! - In the red box
PRANK GONE WRONG (with a tongue out emoji) - In the middle orange one.",Spelling in the captions / Adding text / Changing text
Reduce this transition sound level,Sound effects or music louder than the speaker’s voice
"Show him also, frame more left side",Reframing
Me...,Spelling in the captions / Adding text / Changing text
Add some emojis throughout this reel ,Spelling in the captions / Adding text / Changing text
cut this,Spelling in the captions / Adding text / Changing text
remove caption here (,Spelling in the captions / Adding text / Changing text
"Cut it post this.
From the original video put - 7.04 till 7.37
This is the main part - In the end zoom into the boyfriend's face, reduce the volume when he says ""Your D*** is smaller than mine"" and then end transition and sfx",Ending transition and sound effect not there
"Please change text "" see how chris and stern will do """,Spelling in the captions / Adding text / Changing text
"Pls change text to ""Its a blood bath""",Spelling in the captions / Adding text / Changing text
"Please change text to ""Oh! Who's shooting?"" (1",Spelling in the captions / Adding text / Changing text
"Please change text to ""suspects now""",Spelling in the captions / Adding text / Changing text
"Please change text to ""As an""",Spelling in the captions / Adding text / Changing text
emove the waterkark from the top,Reframing
In the end the transition is not smooth please remove this part and jus get to the full screen banner in the end after he finishes ,Ending transition and sound effect not there
"Remove text ""content perspective"" ",Spelling in the captions / Adding text / Changing text
Remove this part as mentioned in the first video. if u need sample ill send,Reframing
add music ,Sound effects or music louder than the speaker’s voice
" 00:10 to 00:14 remove this part ""this is one of........money to start""",Reframing
add music ,Sound effects or music louder than the speaker’s voice
"write caption-""literally make money"" ",Spelling in the captions / Adding text / Changing text
add music,Sound effects or music louder than the speaker’s voice
add music (,Sound effects or music louder than the speaker’s voice
add music,Sound effects or music louder than the speaker’s voice
"framing is not right, product is not visible properly (",Reframing
"ame problem,product is not visible (",Reframing
"same problem,product is not visible ",Reframing
"framing is not right, product is not visible ",Reframing
"most of the content in this video is of no importance, add the clip of the one product shown here to another part with another part",Reframing
product not visible,Reframing
"same problem,product  is not visible ",Reframing
"framing is not right,product is not visible",Reframing
same issue,Reframing
same issue (,Reframing
product is not visible,Reframing
Remove the white glow from the two people on right,Reframing
Keep the picture till here,Reframing
"Keep the picture till here, slow the zoom in more so the picture doesn't get cut from top.",Reframing
"cut this. - ""but again I am just speculating"" ",Reframing
On ,Spelling in the captions / Adding text / Changing text
Center this picture ,Reframing
MICHELLE'S ,Spelling in the captions / Adding text / Changing text
"Change Text to Uppercase - ""PUMP ""GAS in there"" ",Spelling in the captions / Adding text / Changing text
Change text - {Banger} to Uppercase ,Spelling in the captions / Adding text / Changing text
Add a small outro,Spelling in the captions / Adding text / Changing text
"Please add ""dead"" emoji or a ""knife emoji"" after dead ",Spelling in the captions / Adding text / Changing text
add outro,Spelling in the captions / Adding text / Changing text
add outro ,Spelling in the captions / Adding text / Changing text
snip right when he introduces Andy and resume at next time stamp,Spelling in the captions / Adding text / Changing text
resume at 9:28,Reframing
Upload with new link,Reframing
comments are still here ,Captions repeating at different timestamps
"Uploaded twice in the same frame, please correct video cut after 00:36",Reframing
"lease change text to - ""Now on my RAD BIKE,""",Spelling in the captions / Adding text / Changing text
"Please change text to ""RENPHO SMART TREADMILL",Spelling in the captions / Adding text / Changing text
Put a banner - CATFISHING MY BOYFRIEND!,Spelling in the captions / Adding text / Changing text
"Add emoji :clap:
Zoom into his face (",Spelling in the captions / Adding text / Changing text
Add at the end - WATCH WHAT HAPPENS IN THE NEXT ONE! ,Spelling in the captions / Adding text / Changing text
Add a banner - CATFISHING MY BOYFRIEND GONE WRONG! ,Spelling in the captions / Adding text / Changing text
Can we add some frame shake here? ,Reframing
Put a HELLO! in the caption,Reframing
Shake the frame and put a banner - WHOOPED HIM IN PART 3!,Reframing
Start with the other guy saying HELLO!,Spelling in the captions / Adding text / Changing text
Put a banner on top in the start - HE SAID WHATTT? ,Spelling in the captions / Adding text / Changing text
"With every word, zoom into his face (",Reframing
Add :clap: after all the words while zooming in (,Sound effects or music louder than the speaker’s voice
Can you add that nightime sound? Where it goes mosquito noises and all,Sound effects or music louder than the speaker’s voice
WHAT? ,Spelling in the captions / Adding text / Changing text
Add a banner - HE GOT ME! (,Spelling in the captions / Adding text / Changing text
Shift the captions up and slow zoom on the Are You Dumb text,Spelling in the captions / Adding text / Changing text
end transition ,Ending transition and sound effect not there
end transition,Ending transition and sound effect not there
end transition,Ending transition and sound effect not there
"Disturbing/distracting frame, please correct ",Reframing
educe to 59 seconds ,Reframing
